5,80,2,258214
5,80,2,266141
5,80,2,259728
5,80,3,136711
5,80,3,135920
5,80,3,135848
5,80,3,139569
5,80,3,134310
5,80,3,134359
5,80,3,135537
5,80,3,130241
5,80,3,136361
5,80,3,132868
5,80,3,137030
5,80,3,135618
5,80,3,136580
5,80,3,133272
5,80,3,132771
10,20,1,135375
10,20,1,129769
10,20,1,128427
10,20,1,131850
10,20,1,129028
10,20,1,128397
10,20,1,135251
10,20,1,131949
10,20,1,132081
10,20,1,130533
10,20,1,130251
10,20,1,131600
10,20,1,127983
10,20,1,125413
10,20,1,128071
10,20,2,66729
10,20,2,65783
10,20,2,66610
10,20,2,64373
10,20,2,67334
10,20,2,65984
10,20,2,65700
10,20,2,64234
10,20,2,66931
10,20,2,64580
10,20,2,65871
10,20,2,62794
10,20,2,67702
10,20,2,65605
10,20,2,68736
10,20,3,5373
10,20,3,9651
10,20,3,3927
10,20,3,1701
10,20,3,2103
10,20,3,5850
10,20,3,4229
10,20,3,3955
10,20,3,3555
10,20,3,3678
10,20,3,2447
10,20,3,2659
10,20,3,3980
10,20,3,1904
10,20,3,6048
10,50,1,328572
10,50,1,337016
10,50,1,321917
10,50,1,327434
10,50,1,325714
10,50,1,325348
10,50,1,329317
10,50,1,335153
10,50,1,332368
10,50,1,334524
10,50,1,330871
10,50,1,330474
10,50,1,334624
10,50,1,329536
10,50,1,330770
10,50,2,135577
10,50,2,138773
10,50,2,138043
10,50,2,136211
10,50,2,133551
10,50,2,135351
10,50,2,139079
10,50,2,137730
10,50,2,134138
10,50,2,129732
10,50,2,132929
10,50,2,132292
10,50,2,136110
10,50,2,133731
10,50,2,132944
10,50,3,68848
10,50,3,72794
10,50,3,68462
10,50,3,71322
10,50,3,69436
10,50,3,73196
10,50,3,76902
10,50,3,71207
10,50,3,72542
10,50,3,70652
10,50,3,74880
10,50,3,69925
10,50,3,71542
10,50,3,69685
10,50,3,71718
10,80,1,537566
10,80,1,528129
10,80,1,522616
10,80,1,537349
10,80,1,541290
10,80,1,530645
10,80,1,547728
10,80,1,539178
10,80,1,543797
10,80,1,543607
10,80,1,548002
10,80,1,539174
10,80,1,555647
10,80,1,536772
10,80,1,526010
10,80,2,266046
10,80,2,262801
10,80,2,277252
10,80,2,270139
10,80,2,265998
10,80,2,271141
10,80,2,266184
10,80,2,270767
10,80,2,274506
10,80,2,269534
10,80,2,270985
10,80,2,272506
10,80,2,274026
10,80,2,273854
10,80,2,265630
10,80,3,142985
10,80,3,139750
10,80,3,136798
10,80,3,136801
10,80,3,136717
10,80,3,142207
10,80,3,142463
10,80,3,140550
10,80,3,139234
10,80,3,139875
10,80,3,141618
10,80,3,142443
10,80,3,142332
10,80,3,140974
10,80,3,135491
20,20,1,139908
20,20,1,138454
20,20,1,137474
20,20,1,137458
20,20,1,134301
20,20,1,140480
20,20,1,138657
20,20,1,135733
20,20,1,135980
20,20,1,142589
20,20,1,142917
20,20,1,142829
20,20,1,138409
20,20,1,136134
20,20,1,144615
20,20,2,74052
20,20,2,68808
20,20,2,66833
20,20,2,70136
20,20,2,65612
20,20,2,69980
20,20,2,70158
20,20,2,68643
20,20,2,68252
20,20,2,68870
20,20,2,69112
20,20,2,71391
20,20,2,71695
20,20,2,68569
20,20,2,70530
20,20,3,2046
20,20,3,5303
20,20,3,3821
20,20,3,1460
20,20,3,4098
20,20,3,1504
20,20,3,3041
20,20,3,3565
20,20,3,3135
20,20,3,3316
20,20,3,5847
20,20,3,3428
20,20,3,3260
20,20,3,4550
20,20,3,1640
20,50,1,346580
20,50,1,336454
20,50,1,331409
20,50,1,330344
20,50,1,344161
20,50,1,339633
20,50,1,343587
20,50,1,342147
20,50,1,343124
20,50,1,341669
20,50,1,337095
20,50,1,337025
20,50,1,342220
20,50,1,337527
20,50,1,345941
20,50,2,138223
20,50,2,127256
20,50,2,138940
20,50,2,141480
20,50,2,137993
20,50,2,136444
20,50,2,133098
20,50,2,135968
20,50,2,134075
20,50,2,138518
20,50,2,132297
20,50,2,139353
20,50,2,140622
20,50,2,139611
20,50,2,140150
20,50,3,74370
20,50,3,73595
20,50,3,68538
20,50,3,74819
20,50,3,69588
20,50,3,70212
20,50,3,75257
20,50,3,73762
20,50,3,70838
20,50,3,73500
20,50,3,73470
20,50,3,70795
20,50,3,72688
20,50,3,72417
20,50,3,72396
20,80,1,557458
20,80,1,544833
20,80,1,560792
20,80,1,547864
20,80,1,560795
20,80,1,554643
20,80,1,554905
20,80,1,560225
20,80,1,554915
20,80,1,554359
20,80,1,553367
20,80,1,566339
20,80,1,558126
20,80,1,553715
20,80,1,560349
20,80,2,272931
20,80,2,284483
20,80,2,279091
20,80,2,269722
20,80,2,283807
20,80,2,281622
20,80,2,277421
20,80,2,294390
20,80,2,283227
20,80,2,285211
20,80,2,278086
20,80,2,276040
20,80,2,284893
20,80,2,284657
20,80,2,279325
20,80,3,136041
20,80,3,146372
20,80,3,148183
20,80,3,148111
20,80,3,144827
20,80,3,143515
20,80,3,140462
20,80,3,140542
20,80,3,146505
20,80,3,144877
20,80,3,145470
20,80,3,139044
20,80,3,142826
20,80,3,139975
20,80,3,139783
